"age","exp","inc","family","edu","mortgage","ccAvg","securities","cd","online","cc","infoReq","loan"
58,32,54,"3","3",0,4.053193304,"0","0","1","1","Ph","0"
27,5.17299965154664,57.4486890671155,"4","4",0,24.10027581,"1","0","1","0","Email","0"
52,26,182,"2","2",0,18.11595065,"0","0","1","0","Email","1"
54,30,112,"2","2",0,87.80683679,"0","0","1","0","Email","0"
31,5,129,"3","3",319,76.74546506,"1","1","0","1","Email","1"
60,34,23,"1","1",112,11.09195812,"0","0","1","0","Email","0"
34,9,198,"2","2",422,38.87091454,"0","0","1","0","Email","0"
46,22,84,"4","4",0,25.92015316,"0","0","1","0","Email","0"
41,15,39,"3","3",0,5.966295983,"0","0","0","0","Email","0"
62,37,129,"1","1",0,15.93821562,"0","0","1","0","Ph","0"
31,7,113,"2","2",315,25.89374169,"0","0","0","0","Ph","0"
41,11,35,"1","1",114,9.896547147,"0","0","1","0","Email","0"
55,30,85,"1","1",0,2.033655313,"0","0","0","0","Email","0"
45,19,73,"4","4",0,38.10483126,"0","0","0","0","Email","0"
51,25,70,"1","1",0,10.96737894,"1","0","1","0","Email","0"
31.1305616355409,2,130,"3","3",192,58.00008275,"0","0","1","0","Email","1"
30,4,45.2129188294142,"1","1",0,18.94024561,"0","0","1","0","Ph","0"
31,5,72,"4","4",242,24.20103718,"0","0","1","1","Email","0"
61,37,68,"4","4",0,28.67880048,"0","0","0","0","Ph","0"
40,16,35,"1","1",0,18.06225542,"0","0","1","1","Email","0"
45,21,61,"3","3",0,8.887625106,"1","1","1","1","Ph","0"
45,21,59.6557019724195,"4","4",0,24.99781169,"0","0","0","0","Ph","0"
37,13.3033325419841,109.828877024915,"1","1",0,47.73349808,"0","0","0","0","Email","0"
34,8,130.516641814599,"2","2",217,60.32669597,"0","0","0","0","Ph","0"
43,16,201,"2","2",0,108.3988838,"0","0","0","1","Ph","1"
42,18,130,"2","2",0,94.02238539,"0","0","0","1","Ph","0"
56,30.7279877899279,72,"3","3",0,25.66910347,"0","0","0","0","Email","0"
33,9,41.5877637714057,"1","1",0,15.24390196,"0","0","0","0","Email","0"
36,10,91,"1","1",289,19.00070947,"0","0","1","0","Email","0"
62,37,92,"3","3",310,6.051441631,"0","0","1","0","Ph","0"
58,34,55,"1","1",168,10.91150342,"0","0","1","1","Email","0"
65,40,20,"3","3",102,6.029105879,"0","0","1","1","Ph","0"
65,40,89,"1","1",299,52.85747794,"0","1","1","0","Ph","1"
52,26,59,"2","2",239,18.74897447,"0","0","0","1","Ph","0"
64,39,8,"3","3",87,1.982651271,"0","0","0","1","Email","0"
51,25,85,"4","4",0,64.57830006,"0","0","1","1","Ph","0"
59,35,94,"1","1",76,56.50267828,"1","1","1","0","Email","0"
52.5632648230587,28,22,"2","2",0,5.013455394,"0","0","0","1","Email","0"
58.4556136138369,31,74,"2","2",0,40.23545726,"0","0","1","1","Email","0"
46,19,59,"3","3",0,33.85547567,"0","0","0","0","Email","0"
61,36,12,"4","4",0,6.997206954,"0","0","1","1","Ph","0"
35,9,8,"1","1",0,4.954351711,"0","0","1","0","Email","0"
56,31,74,"3","3",79.1593761480914,19.94193298,"0","0","1","1","Ph","0"
31,5,184,"4","4",0,44.58287219,"0","1","1","1","Ph","1"
44,19,49.5153687927729,"4","4",0,0.997253892,"0","0","0","0","Email","0"
53,27,63,"2","2",0,10.90982931,"1","0","1","0","Ph","0"
36,12,123,"2","2",0,72.49536591,"0","1","1","1","Email","1"
27,2.23075339859899,85,"2","2",18.6739963198135,19.92755487,"0","0","0","0","Email","0"
36,12,109,"3","3",0,5.971460249,"0","1","1","0","Ph","1"
42.7758853836185,15,31,"1","1",0,7.024673379,"0","0","1","0","Email","0"
39,13,61,"2","2",90,31.1805405,"0","0","1","0","Email","0"
59,35,88,"2","2",0,19.88998037,"0","0","0","1","Ph","0"
43,18,22,"2","2",0,4.025285819,"0","0","0","0","Email","0"
30,4,63,"4","4",0,27.95999414,"1","0","1","0","Ph","0"
26,1,32.4612178905613,"4","4",0,2.999544744,"0","0","1","1","Email","0"
48,22,78,"3","3",0,26.99476917,"0","0","1","1","Email","0"
50,24,45,"4","4",93,1.999815444,"0","0","1","0","Email","0"
33,7,51,"4","4",0,27.21682312,"0","0","0","1","Email","0"
32,6,111,"2","2",0,18.93566631,"0","0","0","0","Email","0"
34,10,45,"3","3",153,36.84798216,"0","0","1","1","Ph","0"
32.9426808337306,9,184,"2","2",0,64.14905841,"0","0","0","0","Ph","1"
32,5,41,"2","2",112,12.92502257,"1","0","1","0","Email","0"
55,30,69,"4","4",86.6241336221386,15.88655429,"1","1","1","1","Email","0"
58,33,23,"3","3",0,2.990839509,"0","0","0","0","Email","0"
47,23,160,"2","2",0,86.6160391,"0","0","0","0","Email","0"
35.1487021700774,5,61,"1","1",251,11.10085176,"1","1","1","0","Email","0"
42,18,110,"2","2",182,79.5723024,"0","0","1","0","Email","0"
40,16,50,"2","2",0,7.073546952,"0","0","0","0","Email","0"
33,9,49,"1","1",0,30.85211967,"0","0","1","0","Email","0"
46,20,185,"4","4",428,95.68348536,"0","0","0","1","Ph","1"
63,39,52,"2","2",0,13.98227026,"0","0","1","1","Ph","0"
62,37,53,"2","2",52.2023689368484,37.28004002,"0","0","1","0","Email","0"
43,17,125,"4","4",0,45.44318346,"0","0","0","0","Ph","1"
31,5,72,"3","3",0,19.65235068,"0","0","1","0","Email","0"
28,2,51,"4","4",0,24.20526488,"0","0","0","0","Email","0"
64,39,23,"3","3",0,6.003193726,"0","0","0","0","Ph","0"
27,1,41,"1","1",0,24.71912543,"0","0","0","1","Email","0"
33,9,41,"3","3",108,26.06704748,"0","0","1","0","Email","0"
39,12,138,"1","1",0,60.45307028,"0","0","1","0","Email","1"
44,20,138,"2","2",0,42.90417188,"0","0","0","1","Email","0"
53,28,14,"4","4",0,11.01273312,"0","0","1","1","Email","0"
42,18,171.020823849666,"2","2",505,97.01682819,"0","0","0","0","Email","0"
44,17,25,"3","3",0,12.9781693,"0","0","0","1","Ph","0"
34,10,43,"1","1",142,21.97999613,"0","0","0","1","Email","0"
47,22,93,"1","1",309,3.011727145,"0","0","1","0","Ph","0"
53,29,90,"2","2",217,4.074672151,"1","0","0","1","Email","0"
62,36,41,"2","2",154,13.11809615,"1","0","1","0","Email","0"
61,36,169,"2","2",106,78.2037526,"0","1","1","1","Ph","1"
42,17,63,"3","3",0,28.0197174,"0","0","1","0","Email","0"
48,21,55.9528976701833,"3","3",95,8.071944786,"0","0","0","0","Email","0"
38,13,140,"4","4",0,6.005749634,"0","0","0","0","Ph","1"
41,15,75,"1","1",0,18.87024178,"0","0","1","0","Ph","0"
57,32,13,"4","4",78,11.87199147,"0","0","1","0","Email","0"
31,7,10,"1","1",81,5.989285799,"0","0","1","0","Ph","0"
39,15,100,"1","1",52.1877819426436,10.93695493,"0","0","1","0","Ph","0"
48,22,85,"3","3",203,13.79677513,"0","0","1","0","Ph","0"
55,31,73,"3","3",219,33.95542529,"0","0","1","0","Ph","0"
29,4,167.262809478336,"2","2",0,87.03845143,"0","0","0","1","Email","0"
47,22,65,"3","3",0,34.98439306,"0","0","1","0","Ph","0"
61,36,59,"4","4",148,22.12457453,"0","0","0","0","Email","0"
60,34,45.2873793030627,"1","1",0,13.08157853,"0","0","0","0","Email","0"
34,10,134,"1","1",67.3451579806472,52.07972578,"0","0","0","0","Ph","0"
45,21,11,"4","4",106,3.032248806,"0","0","1","1","Email","0"
60,35,32,"1","1",80,3.967093534,"0","0","1","0","Email","0"
29.1370674161454,0,53,"2","2",0,19.91074105,"0","0","1","1","Ph","0"
41,17,28,"1","1",0,8.995765214,"0","0","0","1","Email","0"
63,37,44,"3","3",0,12.90066377,"0","0","1","0","Email","0"
63,39,40,"2","2",118,10.98018701,"0","0","0","1","Email","0"
43,19,40,"3","3",0,6.889678364,"0","0","1","0","Email","0"
58,32,163,"2","2",400,5.939827849,"0","0","0","0","Email","0"
50,25,82,"1","1",0,15.9834903,"0","0","0","0","Ph","0"
37.4419582651363,12,89,"4","4",0,17.66524559,"0","0","0","0","Ph","0"
54,30,39.151995269703,"4","4",0,19.78537347,"0","0","1","1","Email","0"
61,36,55,"3","3",197,11.89831661,"0","0","0","0","Ph","0"
29,4.08613345816841,34,"4","4",0,4.937226852,"0","0","1","0","Email","0"
39,12,108,"4","4",12.7916342170439,48.08974818,"0","0","0","1","Ph","1"
33,7,58,"4","4",0,28.09726243,"0","0","1","1","Email","0"
23,-1,73,"4","4",0,32.94911449,"0","0","1","0","Ph","0"
56,31,54,"2","2",0,27.05366651,"0","0","1","0","Email","0"
55.5302306450459,30,45,"4","4",0,12.07832902,"0","0","0","1","Email","0"
37,11,123,"1","1",0,29.08612097,"1","1","1","0","Ph","1"
38,12,93,"1","1",267,68.58565314,"0","0","1","0","Ph","0"
34,9,102,"4","4",0,28.30680129,"0","0","1","0","Email","0"
53,29,39,"3","3",39.1280418707493,19.1640216,"0","0","1","0","Email","0"
65,40,114,"4","4",0,44.97602548,"0","0","0","1","Email","0"
62,37,29,"1","1",0,4.012464308,"0","0","0","1","Email","0"
51,25,30,"3","3",144,7.047283141,"0","0","0","1","Ph","0"
31,5,22,"1","1",0,7.014298358,"0","0","0","0","Ph","0"
64,38,43.0781034591106,"2","2",186,3.995093951,"0","0","1","1","Ph","0"
39,15,41,"2","2",0,21.96216541,"0","0","0","0","Ph","0"
28,3,161,"4","4",422,21.96062363,"0","1","1","1","Ph","1"
60,35,38,"3","3",0,6.052005378,"0","0","1","1","Email","0"
47,23,25,"1","1",0,12.01160246,"0","0","1","0","Ph","0"
25,1,70,"4","4",218,32.44487375,"0","0","1","0","Email","0"
44,19,201,"2","2",0,103.6669511,"0","0","1","1","Ph","0"
51,26,42,"4","4",0,7.00085824,"0","0","1","1","Email","0"
31,7,64,"1","1",31.0818115687183,14.99555584,"0","0","1","0","Email","0"
32,7,28,"4","4",0,14.0214911,"0","0","0","0","Email","0"
51,25,119,"1","1",208,64.96284116,"0","0","1","1","Ph","0"
25,1,28,"1","1",0,13.04743226,"0","0","1","0","Ph","0"
43,16.590843501116,60,"3","3",0,26.60875578,"0","0","1","0","Ph","0"
54,29,23,"1","1",0,19.01944464,"0","0","0","0","Ph","0"
34,8,164,"4","4",0,92.47743811,"0","0","1","0","Email","1"
54,30,39,"2","2",0,10.91268491,"0","0","0","0","Email","0"
42,17,53.2324053955398,"2","2",85,1.00032303,"0","0","1","1","Email","0"
46,20,72,"2","2",0,10.80197355,"0","0","1","1","Email","0"
62,37,41,"3","3",0,12.17493271,"0","0","1","1","Email","0"
35.9858971864596,5,32,"2","2",130,3.984276275,"0","0","1","0","Email","0"
30,5,69,"1","1",0,11.13611742,"0","0","1","0","Email","0"
52,28,23,"3","3",0,4.971531046,"0","0","1","0","Email","0"
35,9,44,"4","4",0,2.997945828,"0","0","1","0","Ph","0"
60,36,32,"3","3",165,4.980664659,"0","0","1","0","Ph","0"
58,34,50.8720930294273,"2","2",123,4.027435514,"0","0","1","0","Email","0"
24,1.51501822643001,80,"2","2",0,19.90515468,"0","0","0","0","Email","0"
40,16,83,"1","1",230,10.91198733,"1","0","1","0","Email","0"
49,23,133,"1","1",0,92.73594767,"0","0","1","1","Ph","0"
43,20.8452444836615,89,"1","1",307,1.996355393,"0","0","0","1","Email","0"
33,7,81,"2","2",187,58.47124615,"0","1","1","1","Ph","0"
36,11,44,"2","2",85,14.03674911,"0","0","1","0","Email","0"
62,36,119,"2","2",78.0782813469089,26.09866411,"0","0","0","0","Ph","0"
57,32,39,"4","4",147,11.96729467,"0","0","0","0","Ph","0"
64,38,40,"3","3",0,12.87247873,"0","0","0","0","Ph","0"
52,26,79,"3","3",183,10.99765939,"0","0","0","0","Ph","0"
54,28,30,"4","4",0,8.993854809,"0","0","1","0","Ph","0"
40,14,179,"1","1",0,33.23152042,"0","0","1","0","Ph","1"
30,5,178,"2","2",0,87.7973189,"0","0","0","0","Ph","0"
55,30,82,"4","4",0,49.49023614,"0","0","1","0","Email","0"
39,13,50,"2","2",0,31.05382796,"0","0","0","0","Ph","0"
55,30,64,"2","2",0,25.16731025,"0","0","0","0","Email","0"
28,4,129,"1","1",0,18.83891185,"0","0","0","1","Email","0"
44,18,68,"4","4",0,37.67247676,"1","0","0","0","Email","0"
46,21,30,"1","1",112,17.9956253,"1","0","0","0","Email","0"
61,36,48,"3","3",0,18.83113741,"0","0","0","1","Email","0"
61,36,130,"1","1",257,16.01160945,"0","0","0","0","Email","0"
45,20,40,"1","1",0,6.042740699,"1","0","1","0","Ph","0"
38,14,105,"2","2",0,24.90610255,"0","0","1","0","Ph","0"
29,3,41,"4","4",0,3.011530096,"0","0","1","0","Email","0"
52,28,168,"3","3",118,83.02575626,"0","0","1","0","Ph","1"
39.5602677509519,14,80,"2","2",0,34.60892113,"0","0","1","0","Email","0"
28,3,134,"2","2",0,40.00830248,"0","0","1","0","Email","0"
34,9,62.3284113221277,"1","1",0,31.9624682,"0","0","0","0","Ph","0"
35,9,63,"2","2",0,24.00728978,"0","0","1","0","Email","0"
46,22,70,"4","4",212,24.8581652,"0","0","0","1","Email","0"
63,37,32,"3","3",141,9.036352506,"0","0","0","0","Email","0"
33,9,14,"3","3",114,12.13669649,"0","0","1","0","Email","0"
38,14,111,"2","2",326,79.87762312,"0","0","0","0","Ph","0"
53,27,38,"4","4",144,37.00236176,"1","0","1","0","Email","0"
28,2,121,"2","2",79.3379124763485,25.96410565,"0","0","1","0","Email","0"
44,18,90,"4","4",0,32.84420272,"0","0","1","0","Email","0"
58,31,178,"2","2",0,78.38627471,"0","0","1","0","Email","1"
38,14,20,"4","4",79,4.993074617,"0","0","1","1","Ph","0"
48,24,61,"2","2",229,22.09309624,"0","0","0","1","Email","0"
33.5905613166314,7,43,"4","4",0,11.01983864,"0","0","0","0","Email","0"
66,42,39,"1","1",0,25.31545273,"0","0","1","1","Email","0"
59,34,60,"1","1",234,26.90026937,"0","0","1","1","Email","0"
40,15,63,"3","3",0,39.17666311,"1","0","1","0","Email","0"
36,11,8,"4","4",81,3.005421504,"0","0","0","1","Ph","0"
62,38,63.2641679955662,"4","4",0,16.11827975,"0","0","1","1","Email","0"
51,27,92,"4","4",75.1492377702118,38.85275009,"0","1","1","1","Ph","1"
58,32,111,"2","2",298,17.82911728,"0","0","1","0","Ph","0"
52,26,71,"1","1",0,17.97550799,"0","0","0","0","Email","0"
40.9571184325767,16,25,"2","2",91,2.029168155,"1","0","0","0","Email","0"
31,5,34,"1","1",156,25.25022141,"0","0","1","0","Email","0"
28,3,74,"3","3",0,33.36971368,"0","0","0","0","Email","0"
57,31,120,"2","2",0,25.94015628,"0","0","0","1","Email","0"
61,37,50,"4","4",0,16.02717676,"0","0","0","1","Ph","0"
59.0672678233377,36,10,"2","2",0,12.9816557,"0","0","1","1","Ph","0"
56,29,45,"4","4",113,31.73128671,"0","0","1","0","Email","0"
49,23,29,"4","4",0,23.88066711,"0","0","1","1","Ph","0"
63,37,145,"2","2",0,90.02160949,"0","0","1","0","Email","0"
49,23,100,"2","2",0,79.23201021,"0","0","0","0","Email","0"
49,25,24,"3","3",0,5.120367489,"0","0","1","0","Email","0"
32,8,60,"4","4",0,14.93641326,"0","0","1","1","Ph","0"
26,1,50,"4","4",0,6.99049511,"0","0","0","0","Email","0"
27,1,43,"3","3",0,13.99475318,"0","0","0","0","Email","0"
57,31,79,"3","3",0,58.57741681,"0","0","0","1","Email","0"
29,5,44,"3","3",0,1.987716843,"0","0","1","1","Ph","0"
56,31.4604492178174,31,"4","4",0,19.0778091,"0","0","1","0","Email","0"
59,35,14,"2","2",35.7189221009223,12.87677608,"0","0","1","0","Email","0"
53,28,19,"4","4",106,11.09421379,"0","0","0","1","Email","0"
54,29,111,"1","1",0,14.1058063,"0","0","1","0","Ph","1"
56,30,90,"1","1",0,24.7918867,"0","0","1","0","Email","0"
50,25,21,"2","2",129,9.066690292,"0","0","0","0","Email","0"
51,26.4932868594018,104,"1","1",0,53.90631157,"0","0","1","0","Ph","1"
53,27,75,"1","1",0,24.92171617,"0","0","1","0","Email","0"
37,12,175,"2","2",297,96.39131392,"0","0","1","1","Email","0"
32,7,98,"1","1",171,54.27197709,"1","1","0","0","Ph","1"
49,23,33.3404096365168,"4","4",153,1.99983482,"0","0","1","0","Ph","0"
34,8,171,"2","2",569,27.53301561,"0","0","1","0","Email","1"
54,30,79,"4","4",0,20.03582787,"0","0","1","0","Ph","0"
64,39,24,"4","4",0,6.922703499,"0","0","0","0","Email","0"
58,34,90,"3","3",0,47.13710942,"0","0","0","0","Ph","1"
25,-1,39,"3","3",0,30.19283914,"0","0","1","0","Ph","0"
50,25,9,"2","2",0,1.004173875,"1","0","0","0","Email","0"
38,13,15,"2","2",90,2.005836603,"0","0","1","0","Email","0"
48,24,80,"1","1",0,35.43303094,"0","0","1","0","Email","0"
41,15,63,"1","1",79,9.09831983,"0","0","0","1","Ph","0"
32,8,20,"1","1",102,6.018673499,"0","0","1","0","Email","0"
45.0905429164053,22,43,"2","2",0,27.38690922,"1","1","1","1","Email","0"
39,15,65,"1","1",0,18.81821929,"0","0","0","0","Email","0"
39,15,91,"2","2",151,21.822549,"0","0","0","0","Email","0"
63,39,67.7094834000238,"1","1",0,10.98469507,"0","0","0","0","Email","0"
58,32,110,"3","3",0,22.264711,"0","0","0","0","Email","0"
28,4,82,"1","1",103,18.97707758,"0","0","1","0","Email","0"
36,11,23,"4","4",0,2.979641125,"0","0","1","0","Email","0"
43,19,172,"2","2",0,87.28907568,"0","0","1","0","Ph","0"
36,12,111.398994407421,"2","2",0,34.66205257,"0","0","1","0","Ph","0"
44,18,71,"2","2",0,10.92101986,"0","0","1","0","Email","0"
31,5,64.0043632048879,"1","1",144,38.12715853,"1","0","0","1","Email","1"
45,21,39,"2","2",184,26.64596842,"0","0","0","1","Email","0"
39,13,94,"1","1",0,19.02405497,"0","0","0","1","Email","0"
43,16,25,"3","3",0,12.91944754,"0","0","1","0","Email","0"
40,15,10,"2","2",102,1.000592266,"0","0","1","0","Email","0"
30,5,57.1962074673216,"1","1",184,12.88889301,"0","0","0","0","Ph","0"
58,33,142,"2","2",0,50.92550461,"0","0","0","1","Ph","0"
46,21,34,"2","2",0,15.80094497,"0","0","1","0","Ph","0"
35,10,139,"1","1",0,59.68237394,"0","0","0","0","Email","0"
30,4,154,"2","2",207,59.28836331,"0","0","1","0","Ph","0"
34,8,40,"2","2",89,26.22519384,"0","0","0","0","Email","0"
62,32,46.7225156795891,"1","1",140,19.02582654,"0","0","1","1","Email","0"
58,34,80,"2","2",0,19.93135843,"0","0","1","1","Email","0"
45,18,10,"3","3",100,8.029882395,"0","0","1","0","Email","0"
42,16,41,"3","3",0,5.973865418,"0","0","1","0","Email","0"
60,36,38.7842998905298,"4","4",118,15.92503854,"0","0","1","1","Email","0"
55,29,78,"1","1",190,10.99990931,"0","0","1","0","Email","0"
45,21,164,"1","1",0,66.90403977,"0","0","0","1","Email","0"
52,27,23,"1","1",0,5.041809084,"0","0","0","0","Email","0"
31,7.58572970981147,149,"1","1",0,77.17863463,"0","0","0","0","Ph","0"
60,34,41.3306913062775,"4","4",0,8.970396281,"0","0","1","0","Ph","0"
33,9,42,"1","1",0,27.13331267,"0","0","1","0","Email","0"
37,11,71,"1","1",185,32.01518085,"0","0","1","1","Email","0"
59,34,114,"3","3",0,54.56071275,"0","0","1","0","Email","1"
51,26,70,"1","1",0,37.19663601,"0","0","1","1","Email","0"
47,23,149,"4","4",0,79.93874693,"0","0","0","0","Ph","1"
60,33,55,"4","4",0,31.482233,"0","0","1","0","Email","0"
61,36,57.7891366542537,"1","1",0,15.88181281,"0","0","0","0","Email","0"
64,40,123,"1","1",0,49.75637141,"0","0","1","1","Ph","0"
46,20,152,"1","1",374,93.02012616,"0","1","1","1","Ph","1"
31,7,8,"4","4",0,9.095426136,"0","0","0","0","Ph","0"
57,32,69,"4","4",245,8.849787695,"0","0","0","0","Email","0"
48,23,161,"4","4",310,96.72853932,"0","0","0","0","Ph","1"
48,23,79,"1","1",0,3.018900246,"0","0","0","0","Ph","0"
35,10,105,"1","1",0,60.33527493,"0","0","0","0","Email","0"
33,8,39,"3","3",0,29.12556148,"0","0","0","0","Email","0"
47,23,163,"1","1",0,65.48231512,"0","0","0","0","Ph","0"
46,20,9,"1","1",0,3.008118009,"0","0","1","0","Email","0"
44,20,71,"4","4",0,26.0940983,"0","0","0","1","Email","0"
42,18,65.5044952335753,"3","3",0,27.03032883,"0","0","0","0","Email","0"
50,24,32,"1","1",167,17.71801426,"0","0","0","0","Ph","0"
52,26,161,"4","4",0,56.11570143,"0","1","1","1","Email","1"
53,27,60,"1","1",0,2.965569281,"0","0","1","0","Email","0"
37,10,35,"4","4",0,12.88219656,"0","0","0","0","Email","0"
64,40,41,"4","4",0,15.08430316,"0","0","1","0","Ph","0"
46,20.2940222147038,73,"2","2",216,22.46736701,"0","0","0","0","Email","0"
57,33,49,"4","4",214,19.16980988,"0","1","1","1","Email","0"
61,35,79,"2","2",194,25.9315785,"0","0","1","1","Email","0"
42,18,120,"2","2",0,94.34349997,"1","0","0","0","Email","0"
40,16,60,"2","2",0,40.77064244,"0","0","0","0","Email","0"
33,8,78,"3","3",48.6250352973966,7.03552139,"0","0","1","0","Ph","0"
50,26,40,"4","4",131,14.202961,"0","0","0","0","Email","0"
52,26,110,"2","2",204,70.49710331,"1","1","1","0","Ph","1"
35,11,160,"4","4",59.9528558728001,74.97125807,"0","0","0","0","Email","1"
57,32,68,"4","4",191,9.029221843,"0","0","1","1","Email","0"
56,31,49,"2","2",103,20.31061231,"0","0","1","0","Email","0"
45.4546239095609,20,65,"2","2",0,31.82055733,"0","0","1","0","Email","0"
23,-3,55,"3","3",145,31.02423718,"0","0","1","0","Email","0"
33,8,62,"3","3",98,28.56551501,"0","0","0","1","Ph","0"
48,23.3678912310429,152,"1","1",0,1.005207631,"0","0","0","0","Email","0"
45,18,73.2251660796986,"3","3",0,31.98540521,"0","0","0","0","Email","0"
54,28,39,"4","4",0,8.847388276,"0","0","1","0","Email","0"
42,17,111,"3","3",0,39.14905036,"1","1","0","1","Ph","1"
47,21,67.6513822186424,"3","3",0,27.06302975,"0","0","0","0","Email","0"
61,36,108,"4","4",0,45.05864467,"0","0","1","0","Ph","0"
53,27,59,"2","2",0,11.01728301,"0","0","1","0","Email","0"
56,29.4879961635378,61,"3","3",193,31.87196233,"0","0","1","0","Email","0"
33,6,78,"4","4",17.2741688322041,25.8781032,"1","0","1","0","Ph","0"
44,18,49.8623863254729,"2","2",0,1.966501396,"0","0","1","0","Ph","0"
63,37,113,"4","4",0,22.21333113,"0","0","1","1","Email","0"
47,20,62,"1","1",0,34.06960882,"0","0","1","0","Email","0"
50,24,81,"1","1",248,64.59446079,"0","0","1","0","Email","0"
49,25,13,"3","3",106,4.978726228,"0","0","1","0","Email","0"
34,9,64.8218113960145,"1","1",194,37.61971676,"0","0","0","0","Ph","0"
40,14,33,"2","2",89,10.83162035,"0","0","1","0","Email","0"
38,13,179,"1","1",0,53.66624701,"0","0","0","0","Email","0"
51,26,69,"3","3",0,25.89694898,"0","0","1","0","Ph","0"
28,4,45,"1","1",0,12.96560808,"0","0","1","0","Email","0"
52,26,59,"3","3",0,38.91505457,"0","0","1","0","Ph","0"
39,14.0135832080732,81,"2","2",0,36.92891451,"0","0","1","0","Email","0"
29,5,133,"1","1",212,71.42095571,"0","0","0","0","Ph","0"
54,29,81,"2","2",0,0.999801327,"0","0","1","0","Email","0"
63,38,14,"4","4",86,5.093930009,"0","0","1","1","Email","0"
40,14,28,"2","2",0,10.79943669,"0","0","0","0","Email","0"
36,12,93,"2","2",48.9249436897847,28.01782906,"0","0","1","0","Email","0"
45,20,191,"3","3",123,32.90421793,"0","0","0","0","Email","1"
61,37,155,"1","1",0,38.49737672,"0","0","1","0","Email","0"
26,4.29257475109315,155,"2","2",0,91.7546303,"0","0","0","0","Email","0"
33,8,68,"4","4",0,15.97123252,"0","0","1","0","Email","0"
64,40,52,"2","2",0,14.10047303,"0","0","0","0","Email","0"
42.8734432904745,17,51,"1","1",0,9.07706755,"0","0","0","0","Email","0"
24,0,44,"4","4",180,19.96099828,"0","0","1","0","Email","0"
30,5,121,"2","2",408,39.39486763,"0","0","1","0","Ph","0"
60,36,49,"4","4",204,28.36908215,"1","0","1","0","Ph","0"
50,26,42,"2","2",78,12.92843752,"1","0","1","0","Email","0"
40,15,144,"1","1",0,53.53659631,"0","0","0","0","Email","0"
31,6,72,"1","1",0,32.8443113,"0","0","1","0","Email","0"
30,4,44,"1","1",109,18.96219717,"0","0","0","0","Email","0"
60,31.8142161075944,43,"3","3",175,12.04257147,"0","0","0","0","Email","0"
39,14,74,"1","1",144,1.963408303,"1","0","1","0","Ph","0"
66,41,145,"1","1",0,32.2904713,"0","0","1","0","Email","0"
65,41,158,"2","2",0,27.36532688,"0","0","0","0","Email","0"
54,28,78,"4","4",0,64.54775887,"0","0","0","0","Email","0"
54,29,154,"1","1",352,31.22302939,"0","0","1","0","Ph","1"
35,9,105,"2","2",0,59.60593456,"0","0","0","0","Email","0"
32,7.60914497387484,100,"3","3",0,6.948369556,"0","0","1","0","Email","0"
63,39,58,"1","1",0,1.011564819,"0","0","1","0","Email","0"
60,35,113,"1","1",406,11.964257,"0","0","1","0","Ph","0"
43,18,10,"2","2",0,1.997735029,"1","0","0","1","Ph","0"
59,33,142,"2","2",0,35.20145102,"0","0","0","0","Email","0"
62,37,128,"1","1",0,32.05021916,"0","0","0","0","Email","0"
30,5,131,"3","3",0,5.945240889,"0","0","0","0","Ph","1"
54,30,88,"4","4",122,13.08269083,"0","0","1","0","Email","0"
30,6,101,"2","2",0,6.972350716,"0","0","1","0","Email","0"
31,1,70,"2","2",0,22.80532964,"0","1","1","1","Email","0"
44,20,122,"1","1",0,4.037191012,"1","0","1","0","Email","0"
32,8,70,"3","3",0,19.22852127,"0","0","1","0","Email","0"
63,38,148,"2","2",0,56.22724561,"0","0","1","0","Email","1"
57,32,43,"2","2",166,27.21469301,"0","0","1","0","Ph","0"
53.3529065098916,30,31,"1","1",0,19.0151363,"0","0","1","0","Ph","0"
37,11,35,"2","2",0,11.05244298,"0","0","0","0","Email","0"
53,27,81,"4","4",0,32.91401821,"0","0","1","0","Email","0"
51,25,19,"1","1",98,17.89004802,"0","0","0","0","Email","0"
30,5,98,"4","4",129,24.04487043,"1","1","1","1","Email","0"
28,2,101,"3","3",0,27.22215657,"0","0","1","0","Ph","0"
50,24,81,"2","2",0,5.033021112,"0","0","0","0","Email","0"
52,27,135,"1","1",452,7.072035351,"0","0","1","0","Ph","0"
56,30,34,"2","2",0,8.815418945,"0","0","1","0","Email","0"
40,16,104,"1","1",249,45.14402697,"0","0","0","0","Ph","0"
64,38,29,"3","3",0,8.999823835,"0","0","1","0","Email","0"
61,36,119,"2","2",0,71.57595041,"0","0","1","0","Ph","1"
46,20,82,"2","2",0,22.31155187,"0","0","1","1","Email","0"
55,29,62,"1","1",0,3.031314839,"0","0","1","0","Ph","0"
45,19,85,"3","3",0,27.12189625,"0","0","1","1","Email","0"
40,15,8,"2","2",0,1.994340394,"0","0","0","0","Email","0"
63,37,78,"4","4",0,21.97175347,"0","0","1","0","Ph","0"
57,32,44,"3","3",0,5.937996054,"0","0","1","0","Email","0"
38,14,122,"2","2",0,96.93664408,"0","0","1","0","Email","0"
37,11,22,"3","3",114,1.974335014,"0","0","0","0","Email","0"
31,5,39,"1","1",0,28.06872336,"0","0","1","1","Email","0"
50,26,55,"1","1",0,20.1055503,"0","0","1","0","Ph","0"
42,18,144,"2","2",158,79.18489909,"0","0","0","0","Email","0"
51,27,71,"4","4",0,32.92874112,"0","0","0","1","Email","0"
